order_id,purchase_date,order_status,total_price
M3.1.8,2024-04-30,Completed,2297.5
M3.1.9,2024-03-22,Cancelled,3611.8
M3.2.1,2024-06-15,Completed,7864.1
M3.2.2,2024-09-01,Completed,1083.54
M3.2.3,2024-03-26,Completed,2889.44
M3.2.4,2024-06-02,Completed,5504.87
M3.2.5,2024-01-19,Completed,3216.5
M3.2.6,2024-02-29,Cancelled,3611.8
M3.2.7,2024-02-13,Cancelled,2297.5
M3.2.8,2024-03-28,Completed,1139.68
M3.2.9,2024-07-30,Cancelled,2022.96
M3.3.1,2024-02-04,Cancelled,674.32
M3.3.2,2024-03-10,Completed,7977.76
M3.3.3,2024-04-12,Completed,3932.05
M3.3.4,2024-06-13,Cancelled,2167.08
M3.3.5,2024-02-05,Completed,6068.88
M3.3.6,2024-08-16,Completed,459.5
M3.3.7,2024-01-21,Completed,722.36
M3.3.8,2024-07-16,Completed,722.36
M3.3.9,2024-08-06,Completed,3419.04
M3.4.1,2024-04-26,Completed,3250.62
M3.4.2,2024-05-07,Completed,1378.5
M3.4.3,2024-04-11,Completed,674.32
M3.4.4,2024-08-31,Cancelled,3250.62
M3.4.5,2024-05-18,Cancelled,7977.76
M3.4.6,2024-07-18,Completed,9117.44
M3.4.7,2024-03-16,Completed,7977.76
M3.4.8,2024-01-07,Cancelled,4720.24
M3.4.9,2024-07-18,Cancelled,1083.54
M3.5.1,2024-01-27,Completed,4045.92
M3.5.2,2024-09-15,Completed,6291.28
M3.5.3,2024-07-22,Completed,2528.26
M3.5.4,2024-02-04,Completed,2167.08
M3.5.5,2024-02-23,Completed,1348.64
M3.5.6,2024-04-03,Cancelled,2889.44
M3.5.7,2024-01-09,Completed,1805.9
M3.5.8,2024-01-24,Completed,5698.4
M3.5.9,2024-02-21,Cancelled,3611.8
M3.6.1,2024-03-18,Cancelled,3419.04
M3.6.2,2024-04-23,Completed,919
M3.6.3,2024-06-26,Completed,3676
M3.6.4,2024-07-30,Completed,3676
M3.6.5,2024-07-05,Cancelled,2022.96
M3.6.6,2024-01-09,Completed,5394.56
M3.6.7,2024-04-05,Cancelled,1083.54
M3.6.8,2024-02-22,Completed,5504.87
M3.6.9,2024-02-06,Completed,4718.46
M3.7.1,2024-06-13,Completed,6838.08
M3.7.2,2024-03-23,Cancelled,6743.2
M3.7.3,2024-07-17,Completed,3932.05
M3.7.4,2024-03-10,Completed,3676
M3.7.5,2024-03-16,Completed,5698.4
M3.7.6,2024-04-11,Cancelled,9117.44
M3.7.7,2024-06-30,Completed,3676
M3.7.8,2024-05-13,Completed,4045.92
M3.7.9,2024-06-27,Cancelled,361.18
M3.8.1,2024-08-07,Completed,7077.69
M3.8.2,2024-01-01,Completed,2889.44
M3.8.3,2024-02-23,Completed,4045.92
M3.8.4,2024-07-30,Cancelled,4135.5
M3.8.5,2024-01-12,Completed,1444.72
M3.8.6,2024-01-01,Completed,10257.12
M3.8.7,2024-05-12,Completed,3611.8
M3.8.8,2024-08-28,Cancelled,6743.2
M3.8.9,2024-06-17,Completed,2757
M3.9.1,2024-07-30,Cancelled,6743.2
M3.9.2,2024-02-16,Cancelled,459.5
M3.9.3,2024-03-15,Completed,2757
M3.9.4,2024-05-19,Completed,2697.28
M3.9.5,2024-04-28,Completed,1838
M3.9.6,2024-06-10,Cancelled,5394.56
M3.9.7,2024-06-22,Completed,722.36
M3.9.8,2024-05-16,Completed,1572.82
M3.9.9,2024-09-22,Completed,3611.8
M4.1.1,2024-01-16,Cancelled,2757
M4.1.2,2024-05-24,Completed,2697.28
M4.1.3,2024-01-01,Cancelled,3250.62
M4.1.4,2024-01-01,Completed,674.32
M4.1.5,2024-07-08,Cancelled,11396.8
M4.1.6,2024-01-23,Completed,3676
M4.1.7,2024-08-27,Cancelled,919
M4.1.8,2024-01-12,Completed,3676
M4.1.9,2024-06-12,Completed,361.18
M4.2.1,2024-01-12,Completed,3611.8
M4.2.2,2024-06-24,Completed,5504.87
M4.2.3,2024-06-27,Completed,4720.24
M4.2.4,2024-03-20,Completed,4045.92
M4.2.5,2024-07-20,Completed,2757
M4.2.6,2024-03-03,Completed,1572.82
M4.2.7,2024-04-04,Completed,10257.12
M4.2.8,2024-06-30,Cancelled,4558.72
M4.2.9,2024-07-19,Cancelled,6291.28
M4.3.1,2024-05-18,Completed,3419.04
M4.3.2,2024-08-22,Completed,10257.12
M4.3.3,2024-02-19,Cancelled,674.32
M4.3.4,2024-06-12,Cancelled,10257.12
M4.3.5,2024-09-22,Completed,2022.96
M4.3.6,2024-05-31,Completed,3611.8
M4.3.7,2024-01-28,Completed,5504.87
M4.3.8,2024-09-06,Completed,4135.5
M4.3.9,2024-07-31,Completed,3371.6
M4.4.1,2024-01-01,Completed,4558.72
M4.4.2,2024-01-27,Completed,5698.4
M4.4.3,2024-05-13,Completed,6068.88
M4.4.4,2024-08-28,Completed,6291.28
M4.4.5,2024-02-03,Completed,5698.4
M4.4.6,2024-08-17,Completed,5698.4
M4.4.7,2024-08-11,Completed,2757
M4.4.8,2024-06-04,Completed,10257.12
M4.4.9,2024-02-02,Completed,4595
M4.5.1,2024-07-12,Cancelled,2167.08
M4.5.2,2024-01-23,Cancelled,3932.05
M4.5.3,2024-05-03,Cancelled,6743.2
M4.5.4,2024-01-04,Completed,5394.56
M4.5.5,2024-04-19,Cancelled,3145.64
M4.5.6,2024-05-08,Completed,674.32
M4.5.7,2024-05-15,Completed,6068.88
M4.5.8,2024-05-19,Completed,1083.54
M4.5.9,2024-09-09,Cancelled,4045.92
M4.6.1,2024-01-03,Completed,5504.87
M4.6.2,2024-04-01,Completed,1572.82
M4.6.3,2024-05-02,Cancelled,3611.8
M4.6.4,2024-05-13,Completed,1348.64
M4.6.5,2024-05-07,Cancelled,1083.54
M4.6.6,2024-09-21,Cancelled,1805.9
M4.6.7,2024-09-09,Completed,919
M4.6.8,2024-05-09,Completed,5698.4
M4.6.9,2024-01-24,Completed,2889.44
M4.7.1,2024-01-03,Completed,1348.64
M4.7.2,2024-09-15,Cancelled,2889.44
M4.7.3,2024-09-04,Completed,2297.5
M4.7.4,2024-04-14,Completed,4045.92
M4.7.5,2024-05-09,Completed,7864.1
M4.7.6,2024-01-01,Completed,1805.9
M4.7.7,2024-03-21,Completed,4595
M4.7.8,2024-06-28,Completed,3676
M4.7.9,2024-06-21,Completed,1444.72
M4.8.1,2024-05-31,Completed,1838
M4.8.2,2024-01-06,Cancelled,1348.64
M4.8.3,2024-05-31,Cancelled,1348.64
M4.8.4,2024-08-05,Completed,4595
M4.8.5,2024-05-17,Completed,3145.64
M4.8.6,2024-05-21,Completed,459.5
M4.8.7,2024-01-14,Completed,1348.64
M4.8.8,2024-01-14,Completed,5504.87
M4.8.9,2024-05-05,Cancelled,674.32
M4.9.1,2024-02-09,Cancelled,4595
M4.9.2,2024-07-28,Completed,3216.5
M4.9.3,2024-06-02,Completed,1378.5
M4.9.4,2024-05-17,Completed,6838.08
M4.9.5,2024-09-11,Completed,6291.28
M4.9.6,2024-07-19,Completed,459.5
M4.9.7,2024-02-13,Cancelled,5698.4
M4.9.8,2024-03-06,Completed,6291.28
M4.9.9,2024-06-29,Cancelled,1805.9
M5.1.1,2024-04-05,Completed,2167.08
M5.1.2,2024-07-08,Completed,2757
M5.1.3,2024-03-22,Cancelled,6743.2
M5.1.4,2024-08-05,Completed,2697.28
M5.1.5,2024-05-21,Cancelled,2297.5
M5.1.6,2024-03-09,Completed,6838.08
M5.1.7,2024-07-26,Completed,2279.36
M5.1.8,2024-09-02,Completed,6743.2
M5.1.9,2024-03-21,Cancelled,1838
M5.2.1,2024-02-10,Completed,1378.5
M5.2.2,2024-03-09,Completed,3611.8
M5.2.3,2024-01-03,Completed,3611.8
M5.2.4,2024-09-02,Cancelled,4135.5
M5.2.5,2024-01-14,Cancelled,3145.64
M5.2.6,2024-03-22,Cancelled,2297.5
M5.2.7,2024-07-12,Completed,5504.87
M5.2.8,2024-06-04,Cancelled,6291.28
M5.2.9,2024-03-22,Completed,1805.9
M5.3.1,2024-05-20,Completed,3932.05
M5.3.2,2024-02-12,Completed,4595
M5.3.3,2024-06-07,Cancelled,2279.36
M5.3.4,2024-05-11,Completed,6743.2
M5.3.5,2024-06-25,Completed,1348.64
M5.3.6,2024-07-09,Completed,1348.64
M5.3.7,2024-08-26,Cancelled,1083.54
M5.3.8,2024-05-09,Cancelled,1378.5
M5.3.9,2024-01-13,Cancelled,3216.5
M5.4.1,2024-04-20,Completed,1139.68
M5.4.2,2024-02-08,Cancelled,2279.36
M5.4.3,2024-04-27,Completed,2167.08
M5.4.4,2024-01-05,Completed,3371.6
M5.4.5,2024-09-03,Completed,1139.68
M5.4.6,2024-09-14,Completed,9117.44
M5.4.7,2024-02-02,Completed,3419.04
M5.4.8,2024-07-28,Completed,3250.62
M5.4.9,2024-04-03,Cancelled,4558.72
M5.5.1,2024-03-23,Completed,2022.96
M5.5.2,2024-03-31,Completed,919
M5.5.3,2024-06-07,Cancelled,2297.5
M5.5.4,2024-06-24,Completed,10257.12
M5.5.5,2024-02-10,Completed,5394.56
M5.5.6,2024-01-31,Completed,459.5
M5.5.7,2024-02-04,Completed,3676
M5.5.8,2024-09-07,Cancelled,3371.6
M5.5.9,2024-04-02,Completed,6291.28
M5.6.1,2024-07-20,Completed,7977.76
M5.6.2,2024-03-25,Completed,674.32
M5.6.3,2024-07-20,Cancelled,4718.46
M5.6.4,2024-05-29,Cancelled,1083.54
M5.6.5,2024-04-07,Completed,6743.2
M5.6.6,2024-04-14,Cancelled,674.32
M5.6.7,2024-06-06,Cancelled,5394.56
M5.6.8,2024-02-03,Cancelled,2757
M5.6.9,2024-03-30,Cancelled,1139.68
M5.7.1,2024-05-28,Cancelled,6291.28
M5.7.2,2024-03-14,Cancelled,2297.5
M5.7.3,2024-04-25,Completed,7077.69
M5.7.4,2024-06-01,Cancelled,7977.76
M5.7.5,2024-09-09,Completed,919
M5.7.6,2024-07-03,Completed,2279.36
M5.7.7,2024-08-24,Completed,4135.5
M5.7.8,2024-01-20,Completed,2022.96
M5.7.9,2024-07-05,Cancelled,7077.69
M5.8.1,2024-06-02,Completed,1083.54
M5.8.2,2024-08-15,Completed,4558.72
M5.8.3,2024-04-06,Completed,2889.44
M5.8.4,2024-07-24,Completed,2297.5
M5.8.5,2024-07-02,Completed,5394.56
M5.8.6,2024-09-18,Completed,3419.04
M5.8.7,2024-04-01,Cancelled,4720.24
M5.8.8,2024-01-14,Completed,3145.64
M5.8.9,2024-06-23,Completed,2022.96
M5.9.1,2024-04-28,Cancelled,786.41
M5.9.2,2024-09-02,Cancelled,2757
M5.9.3,2024-05-07,Completed,6838.08
M5.9.4,2024-01-31,Cancelled,6291.28
M5.9.5,2024-07-30,Completed,2279.36
M5.9.6,2024-07-20,Completed,11396.8
M5.9.7,2024-03-07,Cancelled,2697.28
M5.9.8,2024-02-07,Completed,1378.5
M5.9.9,2024-08-24,Cancelled,4720.24
M6.1.1,2024-08-27,Cancelled,3676
M6.1.2,2024-02-06,Completed,459.5
M6.1.3,2024-08-28,Cancelled,3371.6
M6.1.4,2024-04-29,Cancelled,4135.5
M6.1.5,2024-02-05,Completed,1572.82
M6.1.6,2024-05-04,Cancelled,3419.04
M6.1.7,2024-08-06,Cancelled,3216.5
M6.1.8,2024-02-06,Completed,4045.92
M6.1.9,2024-08-12,Cancelled,1378.5
M6.2.1,2024-06-25,Completed,3932.05
M6.2.2,2024-02-21,Cancelled,9117.44
M6.2.3,2024-03-01,Completed,9117.44
M6.2.4,2024-02-27,Completed,361.18
M6.2.5,2024-07-07,Completed,3145.64
M6.2.6,2024-02-25,Cancelled,2697.28
M6.2.7,2024-06-02,Completed,2167.08
M6.2.8,2024-07-07,Completed,1444.72
M6.2.9,2024-01-08,Completed,4595
M6.3.1,2024-01-17,Completed,7077.69
M6.3.2,2024-08-13,Completed,4718.46
M6.3.3,2024-02-16,Completed,7864.1
M6.3.4,2024-06-15,Cancelled,919
M6.3.5,2024-03-22,Cancelled,1378.5
M6.3.6,2024-05-25,Cancelled,9117.44
M6.3.7,2024-07-16,Completed,6291.28
M6.3.8,2024-08-11,Completed,1805.9
M6.3.9,2024-08-15,Completed,3250.62
M6.4.1,2024-08-16,Completed,9117.44
M6.4.2,2024-06-05,Cancelled,2022.96
M6.4.3,2024-07-18,Completed,7977.76
M6.4.4,2024-05-14,Completed,361.18
M6.4.5,2024-03-07,Completed,7977.76
M6.4.6,2024-09-17,Cancelled,5504.87
M6.4.7,2024-06-19,Cancelled,459.5
M6.4.8,2024-02-18,Completed,1572.82
M6.4.9,2024-03-06,Cancelled,5698.4
M6.5.1,2024-06-27,Cancelled,3216.5
M6.5.2,2024-09-15,Completed,4595
M6.5.3,2024-01-01,Completed,3371.6
M6.5.4,2024-04-08,Completed,459.5
M6.5.5,2024-04-05,Completed,919
M6.5.6,2024-05-20,Cancelled,2359.23
M6.5.7,2024-02-01,Completed,10257.12
M6.5.8,2024-07-05,Cancelled,3216.5
M6.5.9,2024-05-10,Completed,7977.76
M6.6.1,2024-06-23,Cancelled,7977.76
M6.6.2,2024-07-02,Completed,786.41
M6.6.3,2024-01-06,Completed,1805.9
M6.6.4,2024-03-10,Completed,11396.8
M6.6.5,2024-05-18,Completed,5394.56
M6.6.6,2024-05-20,Completed,7977.76
M6.6.7,2024-03-16,Completed,6838.08
M6.6.8,2024-04-16,Completed,1139.68
M6.6.9,2024-06-03,Cancelled,11396.8
M6.7.1,2024-06-23,Completed,4595
M6.7.2,2024-02-15,Completed,4045.92
M6.7.3,2024-03-23,Completed,786.41
M6.7.4,2024-08-02,Completed,7977.76
M6.7.5,2024-08-29,Completed,361.18
M6.7.6,2024-01-09,Cancelled,1805.9
M6.7.7,2024-06-05,Completed,2528.26
M6.7.8,2024-09-17,Completed,2757
M6.7.9,2024-05-11,Completed,2697.28
M6.8.1,2024-09-08,Cancelled,1444.72
M6.8.2,2024-07-06,Completed,6743.2
M6.8.3,2024-01-28,Completed,674.32
M6.8.4,2024-05-28,Completed,3250.62
M6.8.5,2024-01-28,Cancelled,361.18
M6.8.6,2024-02-22,Completed,722.36
M6.8.7,2024-02-28,Cancelled,3371.6
M6.8.8,2024-02-26,Completed,1572.82
M6.8.9,2024-02-27,Completed,786.41
M6.9.1,2024-06-22,Cancelled,4135.5
M6.9.2,2024-02-24,Cancelled,6291.28
M6.9.3,2024-07-02,Completed,674.32
M6.9.4,2024-01-15,Completed,6838.08
M6.9.5,2024-02-16,Cancelled,11396.8
M6.9.6,2024-03-21,Cancelled,9117.44
M6.9.7,2024-01-25,Completed,6068.88
M6.9.8,2024-06-26,Completed,722.36
M6.9.9,2024-02-17,Completed,3419.04
M7.1.1,2024-09-02,Completed,1444.72
M7.1.2,2024-03-02,Completed,722.36
M7.1.3,2024-07-27,Completed,4135.5
M7.1.4,2024-01-09,Completed,1083.54
M7.1.5,2024-09-06,Completed,5504.87
M7.1.6,2024-02-19,Completed,1805.9
M7.1.7,2024-08-01,Cancelled,6068.88
M7.1.8,2024-08-12,Cancelled,919
M7.1.9,2024-07-10,Cancelled,3419.04
M7.2.1,2024-03-21,Completed,1838
M7.2.2,2024-05-20,Completed,5394.56
M7.2.3,2024-09-19,Completed,7977.76
M7.2.4,2024-01-22,Cancelled,919
M7.2.5,2024-06-27,Completed,10257.12
M7.2.6,2024-06-19,Completed,3611.8
M7.2.7,2024-05-22,Completed,7864.1
M7.2.8,2024-02-18,Completed,2297.5
M7.2.9,2024-04-27,Cancelled,3216.5
M7.3.1,2024-05-02,Completed,3676
M7.3.2,2024-09-16,Completed,3676
M7.3.3,2024-07-30,Cancelled,674.32
M7.3.4,2024-01-03,Cancelled,2528.26
M7.3.5,2024-02-01,Cancelled,5504.87
M7.3.6,2024-08-22,Completed,11396.8
M7.3.7,2024-04-08,Completed,6068.88
M7.3.8,2024-04-19,Completed,361.18
M7.3.9,2024-09-07,Cancelled,5394.56
M7.4.1,2024-08-08,Completed,1572.82
M7.4.2,2024-04-25,Completed,919
M7.4.3,2024-01-28,Completed,4135.5
M7.4.4,2024-02-29,Completed,3419.04
M7.4.5,2024-08-26,Cancelled,3676
M7.4.6,2024-03-18,Cancelled,2167.08
M7.4.7,2024-06-18,Cancelled,3419.04
M7.4.8,2024-06-26,Cancelled,5504.87
M7.4.9,2024-08-21,Completed,1378.5
M7.5.1,2024-01-04,Cancelled,9117.44
M7.5.2,2024-05-24,Cancelled,4720.24
M7.5.3,2024-01-27,Cancelled,1348.64
M7.5.4,2024-06-01,Completed,11396.8
M7.5.5,2024-01-05,Completed,7864.1
M7.5.6,2024-05-26,Cancelled,3932.05
M7.5.7,2024-04-06,Cancelled,1805.9
M7.5.8,2024-04-16,Cancelled,3216.5
M7.5.9,2024-02-20,Cancelled,2359.23
M7.6.1,2024-06-01,Cancelled,361.18
M7.6.2,2024-01-05,Completed,3611.8
M7.6.3,2024-08-24,Cancelled,4595
M7.6.4,2024-08-23,Completed,2757
M7.6.5,2024-09-17,Cancelled,7077.69
M7.6.6,2024-04-18,Completed,722.36
M7.6.7,2024-07-09,Completed,919
M7.6.8,2024-08-16,Completed,6743.2
M7.6.9,2024-02-19,Completed,4135.5
M7.7.1,2024-05-07,Completed,1083.54
M7.7.2,2024-08-31,Cancelled,3611.8
M7.7.3,2024-04-29,Completed,4718.46
M7.7.4,2024-01-07,Completed,2167.08
M7.7.5,2024-06-16,Completed,4718.46
M7.7.6,2024-09-08,Completed,5504.87
M7.7.7,2024-07-14,Completed,674.32
M7.7.8,2024-01-18,Completed,3611.8
M7.7.9,2024-03-13,Completed,2757
M7.8.1,2024-05-21,Completed,919
M7.8.2,2024-06-17,Completed,2359.23
M7.8.3,2024-01-05,Completed,7077.69
M7.8.4,2024-03-28,Cancelled,2757
M7.8.5,2024-08-26,Cancelled,9117.44
M7.8.6,2024-01-24,Completed,2697.28
M7.8.7,2024-04-19,Completed,3216.5
M7.8.8,2024-07-06,Completed,6068.88
M7.8.9,2024-05-30,Completed,3250.62
M7.9.1,2024-07-14,Cancelled,3611.8
M7.9.2,2024-04-19,Completed,7864.1
M7.9.3,2024-08-16,Cancelled,6291.28
M7.9.4,2024-07-01,Cancelled,3145.64
M7.9.5,2024-06-15,Completed,4558.72
M7.9.6,2024-07-12,Completed,1805.9
M7.9.7,2024-03-17,Completed,1444.72
M7.9.8,2024-03-15,Completed,5504.87
M7.9.9,2024-08-16,Cancelled,3611.8
M8.1.1,2024-08-27,Completed,2757
M8.1.2,2024-03-16,Completed,4558.72
M8.1.3,2024-03-20,Completed,7864.1
M8.1.4,2024-07-17,Completed,7977.76
M8.1.5,2024-07-26,Cancelled,3216.5
M8.1.6,2024-09-16,Cancelled,6291.28
M8.1.7,2024-09-05,Completed,6838.08
M8.1.8,2024-09-20,Completed,1805.9
M8.1.9,2024-08-24,Completed,9117.44
M8.2.1,2024-01-06,Cancelled,1805.9
M8.2.2,2024-06-01,Cancelled,5394.56
M8.2.3,2024-05-24,Completed,3250.62
M8.2.4,2024-05-17,Cancelled,674.32
M8.2.5,2024-07-09,Completed,4718.46
M8.2.6,2024-09-19,Completed,3371.6
M8.2.7,2024-08-20,Completed,2697.28
M8.2.8,2024-02-05,Completed,3216.5
M8.2.9,2024-07-11,Completed,2167.08
M8.3.1,2024-09-04,Cancelled,1805.9
M8.3.2,2024-04-08,Completed,674.32
M8.3.3,2024-04-19,Completed,1838
M8.3.4,2024-04-28,Completed,1378.5
M8.3.5,2024-08-10,Cancelled,674.32
M8.3.6,2024-01-05,Completed,7864.1
M8.3.7,2024-02-05,Completed,1378.5
M8.3.8,2024-08-21,Completed,361.18
M8.3.9,2024-04-25,Completed,919
M8.4.1,2024-07-02,Completed,6743.2
M8.4.2,2024-09-13,Cancelled,674.32
M8.4.3,2024-01-31,Cancelled,3145.64
M8.4.4,2024-06-23,Completed,6838.08
M8.4.5,2024-09-11,Completed,2757
M8.4.6,2024-03-08,Completed,2528.26
M8.4.7,2024-04-10,Cancelled,3676
M8.4.8,2024-05-18,Cancelled,1572.82
M8.4.9,2024-08-11,Cancelled,1378.5
M8.5.1,2024-08-17,Completed,7977.76
M8.5.2,2024-09-22,Cancelled,2297.5
M8.5.3,2024-07-10,Cancelled,2297.5
M8.5.4,2024-07-11,Cancelled,1139.68
M8.5.5,2024-09-19,Completed,1139.68
M8.5.6,2024-01-31,Completed,5504.87
M8.5.7,2024-01-15,Completed,1444.72
M8.5.8,2024-04-15,Completed,722.36
M8.5.9,2024-05-13,Completed,2279.36
M8.6.1,2024-02-05,Completed,4135.5
M8.6.2,2024-05-15,Cancelled,1378.5
M8.6.3,2024-01-27,Cancelled,2279.36
M8.6.4,2024-02-14,Cancelled,2297.5
M8.6.5,2024-08-21,Cancelled,4595
M8.6.6,2024-05-12,Cancelled,2022.96
M8.6.7,2024-07-02,Completed,2757
M8.6.8,2024-03-09,Cancelled,2167.08
M8.6.9,2024-05-28,Completed,4558.72
M8.7.1,2024-05-28,Completed,1838
M8.7.2,2024-08-05,Completed,4595
M8.7.3,2024-02-26,Completed,6743.2
M8.7.4,2024-09-21,Completed,3216.5
M8.7.5,2024-05-01,Completed,3371.6
M8.7.6,2024-05-09,Completed,7864.1
M8.7.7,2024-08-05,Cancelled,6068.88
M8.7.8,2024-01-13,Cancelled,7864.1
M8.7.9,2024-06-24,Cancelled,1348.64
M8.8.1,2024-03-11,Completed,3371.6
M8.8.2,2024-04-18,Completed,5698.4
M8.8.3,2024-08-28,Completed,7977.76
M8.8.4,2024-05-17,Completed,1139.68
M8.8.5,2024-07-09,Completed,4558.72
M8.8.6,2024-07-04,Completed,6068.88
M8.8.7,2024-08-09,Cancelled,919
M8.8.8,2024-06-15,Cancelled,2022.96
M8.8.9,2024-09-01,Completed,361.18
M8.9.1,2024-09-03,Completed,2167.08
M8.9.2,2024-09-21,Cancelled,3419.04
M8.9.3,2024-02-23,Cancelled,2297.5
M8.9.4,2024-01-27,Completed,7077.69
M8.9.5,2024-06-11,Completed,4135.5
M8.9.6,2024-06-23,Cancelled,722.36
M8.9.7,2024-07-25,Cancelled,1083.54
M8.9.8,2024-03-20,Completed,3145.64
M8.9.9,2024-04-05,Cancelled,361.18
M9.1.1,2024-09-20,Completed,7864.1
M9.1.2,2024-02-29,Completed,3611.8
M9.1.3,2024-07-05,Completed,5698.4
M9.1.4,2024-08-03,Cancelled,6068.88
M9.1.5,2024-04-09,Completed,1348.64
M9.1.6,2024-08-26,Cancelled,5504.87
M9.1.7,2024-08-07,Cancelled,1805.9
M9.1.8,2024-05-22,Cancelled,3676
M9.1.9,2024-05-25,Completed,2889.44
M9.2.1,2024-05-16,Completed,6838.08
M9.2.2,2024-09-03,Cancelled,6291.28
M9.2.3,2024-09-16,Completed,3145.64
M9.2.4,2024-01-24,Cancelled,2167.08
M9.2.5,2024-03-16,Cancelled,2167.08
M9.2.6,2024-05-16,Completed,6838.08
M9.2.7,2024-03-22,Completed,674.32
M9.2.8,2024-05-26,Completed,919
M9.2.9,2024-06-20,Completed,4045.92
M9.3.1,2024-05-26,Cancelled,1805.9
M9.3.2,2024-01-18,Cancelled,2297.5
M9.3.3,2024-03-09,Completed,2697.28
M9.3.4,2024-04-14,Cancelled,7864.1
M9.3.5,2024-01-26,Completed,9117.44
M9.3.6,2024-03-23,Cancelled,4135.5
M9.3.7,2024-02-26,Completed,1139.68
M9.3.8,2024-06-23,Completed,2022.96
M9.3.9,2024-05-11,Completed,4595
M9.4.1,2024-07-22,Completed,2528.26
M9.4.2,2024-01-01,Completed,2757
M9.4.3,2024-03-27,Completed,2279.36
M9.4.4,2024-04-24,Completed,4135.5
M9.4.5,2024-06-24,Completed,11396.8
M9.4.6,2024-03-20,Cancelled,3250.62
M9.4.7,2024-05-28,Cancelled,4595
M9.4.8,2024-07-12,Completed,3611.8
M9.4.9,2024-07-11,Completed,5394.56
M9.5.1,2024-04-15,Completed,2757
M9.5.2,2024-04-25,Completed,5504.87
M9.5.3,2024-08-25,Completed,1139.68
M9.5.4,2024-05-04,Completed,3611.8
M9.5.5,2024-01-21,Completed,2889.44
M9.5.6,2024-02-24,Cancelled,3371.6
M9.5.7,2024-04-13,Completed,7977.76
M9.5.8,2024-04-24,Cancelled,3250.62
M9.5.9,2024-01-03,Completed,2697.28
M9.6.1,2024-01-23,Completed,1378.5
M9.6.2,2024-08-20,Completed,1348.64
M9.6.3,2024-08-08,Completed,2022.96
M9.6.4,2024-08-20,Completed,3250.62
M9.6.5,2024-01-14,Completed,1572.82
M9.6.6,2024-03-21,Completed,11396.8
M9.6.7,2024-05-17,Completed,9117.44
M9.6.8,2024-07-23,Cancelled,5698.4
M9.6.9,2024-07-14,Completed,3611.8
M9.7.1,2024-07-03,Completed,3371.6
M9.7.2,2024-08-30,Completed,3216.5
M9.7.3,2024-03-09,Completed,4558.72
M9.7.4,2024-04-09,Completed,5698.4
M9.7.5,2024-06-12,Cancelled,3611.8
M9.7.6,2024-09-22,Completed,3145.64
M9.7.7,2024-02-07,Completed,4595
M9.7.8,2024-04-11,Completed,6838.08
M9.7.9,2024-06-18,Completed,5504.87
M9.8.1,2024-08-31,Completed,3145.64
M9.8.2,2024-02-15,Completed,4718.46
M9.8.3,2024-04-28,Completed,1083.54
M9.8.4,2024-04-30,Completed,3932.05
M9.8.5,2024-07-16,Cancelled,1444.72
M9.8.6,2024-07-28,Cancelled,4045.92
M9.8.7,2024-03-11,Completed,6068.88
M9.8.8,2024-05-08,Completed,3676
M9.8.9,2024-03-17,Completed,11396.8
M9.9.1,2024-09-16,Completed,4045.92
M9.9.2,2024-05-22,Cancelled,4558.72
M9.9.3,2024-06-22,Completed,4718.46
M9.9.4,2024-07-11,Completed,2297.5
M9.9.5,2024-03-02,Completed,4595
M9.9.6,2024-04-16,Completed,722.36
M9.9.7,2024-04-16,Cancelled,5504.87
M9.9.8,2024-09-22,Completed,2279.36
M9.9.9,2024-09-03,Cancelled,1572.82
N1.1.1,2024-01-26,Cancelled,2279.36
N1.1.2,2024-06-28,Completed,919
N1.1.3,2024-03-24,Completed,361.18
N1.1.4,2024-08-09,Completed,2757
N1.1.5,2024-08-22,Cancelled,4718.46
N1.1.6,2024-05-09,Completed,1378.5
N1.1.7,2024-09-06,Cancelled,4135.5
N1.1.8,2024-01-27,Cancelled,6838.08
N1.1.9,2024-05-03,Cancelled,3611.8
N1.2.1,2024-04-22,Completed,6743.2
N1.2.2,2024-04-24,Completed,2889.44
N1.2.3,2024-03-13,Completed,4718.46
N1.2.4,2024-05-06,Completed,4558.72
N1.2.5,2024-06-12,Completed,4045.92
N1.2.6,2024-09-17,Completed,4718.46
N1.2.7,2024-06-01,Completed,3932.05
N1.2.8,2024-03-16,Completed,2022.96
N1.2.9,2024-03-04,Completed,2279.36
N1.3.1,2024-09-16,Cancelled,1838
N1.3.2,2024-06-26,Cancelled,1572.82
N1.3.3,2024-07-30,Cancelled,3611.8
N1.3.4,2024-06-13,Completed,3676
N1.3.5,2024-01-11,Completed,786.41
N1.3.6,2024-01-09,Completed,4718.46
N1.3.7,2024-08-16,Completed,7864.1
N1.3.8,2024-05-22,Completed,1083.54
N1.3.9,2024-07-19,Cancelled,2297.5
N1.4.1,2024-01-27,Completed,3932.05
N1.4.2,2024-05-12,Completed,3419.04
N1.4.3,2024-01-03,Cancelled,1139.68
N1.4.4,2024-03-14,Cancelled,674.32
N1.4.5,2024-08-09,Completed,5394.56
N1.4.6,2024-08-05,Completed,6068.88
N1.4.7,2024-02-25,Completed,3611.8
N1.4.8,2024-03-24,Completed,9117.44
N1.4.9,2024-05-10,Cancelled,2167.08
N1.5.1,2024-07-09,Completed,1348.64
N1.5.2,2024-04-16,Completed,1572.82
N1.5.3,2024-05-08,Completed,3145.64
